CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS;;;;;;;;;;;;
AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;TITULARIDAD
Madrid-Sur;28035470;CP INF-PRI;GABRIEL GARCIA MARQUEZ;Avenida De España, 66 ;Getafe;-;28903;916826361;916826361;Público;
Madrid-Este;28024873;CP INF-PRI;GABRIEL Y GALAN;Calle Ronda Poniente, 5 ;Torrejón de Ardoz;-;28850;916756360;916756360;Público;
Madrid-Norte;28026638;CP INF-PRI;GABRIEL Y GALAN;Avenida Olímpica, 16 ;Alcobendas;-;28108;916528965;916538017;Público;
Madrid-Sur;28063911;CP INF-PRI;GANDHI;Calle Jacinto Benavente, S/n ;Villaviciosa de Odón;-;28670;916163067;916164671;Público;
Madrid-Este;28032341;CP INF-PRI;GARCIA LORCA;Calle Torrelaguna, 29 ;Alcalá de Henares;-;28806;918888202;918776389;Público;
Madrid-Sur;28003407;CP INF-PRI;GARCILASO DE LA VEGA;Calle Fuente De La Salud, 32 ;Griñón;-;28971;918140050;918140050;Público;
Madrid-Este;28024460;CP INF-PRI;GENERAL IZQUIERDO;Calle Juan De Austria, 40 ;San Martín de la Vega;-;28330;918946438;918937684;Público;
Madrid-Sur;28031041;CP INF-PRI;GERARDO DIEGO;Paseo De La Ermita, 19 ;Leganés;-;28918;916807724;916807724;Público;
Madrid-Sur;28032535;CP INF-PRI;GERARDO DIEGO;Calle De La Paloma, 43 ;Parla;-;28981;916986901;916986901;Público;
Madrid-Sur;28033722;CP INF-PRI;GINER DE LOS RIOS;Calle Elvas, 9 ;Leganés;-;28917;916115712;916115712;Público;
Madrid-Este;28035895;CP INF-PRI;GINER DE LOS RIOS;Calle Álamo, 6 ;Torrejón de Ardoz;-;28850;916564952;916780879;Público;
Madrid-Sur;28043031;CP INF-PRI;GINER DE LOS RIOS;Calle Río Guadiana, 8 ;Parla;-;28981;916981805;916989207;Público;
Madrid-Sur;28049407;CP INF-PRI;GINER DE LOS RIOS;Avenida De Los Andes, S/n ;Fuenlabrada;-;28945;916908796;916065578;Público;
Madrid-Sur;28057039;CP INF-PRI;GLORIA  FUERTES;Avenida De Los Arces, S/n ;Getafe;-;28903;916963512;916835054;Público;
Madrid-Este;28049493;CP INF-PRI;GLORIA FUERTES;Calle De La Estación, 36 ;Meco;-;28880;918861614;918861614;Público;
Madrid-Sur;28003778;CP INF-PRI;GONZALO DE BERCEO;Calle San Bernardo, 13 ;Leganés;-;28917;916125100;916126312;Público;
Madrid-Este;28029901;CP INF-PRI;GONZALO DE BERCEO;Avenida De España, S/n ;Coslada;-;28821;916725616;916725616;Público;
Madrid-Sur;28040830;CP INF-PRI;GREEN PEACE;Calle De Miguel De Unamuno, 34 ;Fuenlabrada;-;28944;916152222;916909794;Público;
Madrid-Este;28025506;CP INF-PRI;GREGORIO CANELLA;Calle Valdeláguila, S/n ;Villalbilla;-;28810;918846397;918846397;Público;
Madrid-Este;28046145;CP INF-PRI;GUERNICA;Plaza De Guernica, S/n ;San Fernando de Henares;-;28830;916695525;916738741;Público;
Madrid-Este;28063945;CP INF-PRI;HANS CHRISTIAN ANDERSEN;Calle Fernando Trueba, 8 ;Rivas-Vaciamadrid;-;28521;914996866;914996871;Público;
Madrid-Este;28033886;CP INF-PRI;HENARES;Calle De La Ciudad De París, 24 ;Mejorada del Campo;-;28840;916681509;916680771;Público;
Madrid-Sur;28025661;CP INF-PRI;HERMANOS GARCIA NOBLEJAS;Calle Madroño, 3 ;Villaviciosa de Odón;-;28670;916161414;916164697;Público;
Madrid-Este;28002646;CP INF-PRI;HERMANOS ORTIZ DE ZARATE;Calle Sociedad De Cosecheros, 2 ;Chinchón;-;28370;918940961;918941028;Público;
Madrid-Sur;28003493;CP INF-PRI;HERMANOS TORA;Calle Del Conde, 3 ;Humanes de Madrid;-;28970;916040273;916040538;Público;
Madrid-Norte;28075546;CP INF-PRI;HEROES DEL 2 DE MAYO;Calle Del Orient Express, S/n ;Colmenar Viejo;-;28770;916288889;-;Público;
Madrid-Este;28000558;CP INF-PRI;INFANTA CATALINA;Calle San Vidal, 6 ;Alcalá de Henares;-;28803;918886145;918836953;Público;
Madrid-Oeste;28039347;CP INF-PRI;INFANTA ELENA;Camino Huertas, 13 ;Pozuelo de Alarcón;-;28223;917155847;917155847;Público;
Madrid-Norte;28064068;CP INF-PRI;INFANTA LEONOR;Avenida Alcalde Lorenzo Ginés Brandin, S/n ;San Agustín del Guadalix;-;28750;918489692;918489693;Público;
Madrid-Norte;28035691;CP INF-PRI;INFANTAS ELENA Y CRISTINA;Avenida Del Moscatelar, 15 ;San Sebastián de los Reyes;-;28703;916543775;916543775;Público;
Madrid-Este;28030368;CP INF-PRI;IPLACEA;Calle Del Río Guadarrama, 1 ;Alcalá de Henares;-;28803;918898885;918837179;Público;
Madrid-Sur;28023662;CP INF-PRI;ISABEL LA CATOLICA;Calle De San Nicolás, 8 ;Pinto;-;28320;916911057;916925099;Público;
Madrid-Norte;28028143;CP INF-PRI;ISABEL LA CATOLICA;Calle De Isabel La Católica, 5 ;Colmenar Viejo;-;28770;918455132;918451292;Público;
Madrid-Oeste;28037995;CP INF-PRI;JACINTO BENAVENTE;Calle De La Pedriza, 30 ;Galapagar;-;28260;918582893;918582149;Público;
Madrid-Sur;28045153;CP INF-PRI;JACINTO BENAVENTE;Calle Adolfo Marsillach, 3 ;Leganés;-;28914;916860723;916860723;Público;
Madrid-Este;28036191;CP INF-PRI;JAIME VERA;Calle Brasil, S/n ;Torrejón de Ardoz;-;28850;916560470;916780153;Público;
Madrid-Este;28022888;CP INF-PRI;JARAMA;Calle Del Doctor Gonzalo Sierra, 6 ;Mejorada del Campo;-;28840;916790520;916680942;Público;
Madrid-Este;28043399;CP INF-PRI;JARAMA;Calle Del Olivo, S/n ;Rivas-Vaciamadrid;-;28522;916667595;913011982;Público;
Madrid-Norte;28025403;CP INF-PRI;JESUS ARAMBURU;Calle Del Jarama, 10 ;Valdetorres de Jarama;-;28150;918472060;918415204;Público;
Madrid-Sur;28028131;CP INF-PRI;JESUS VARELA;Avenida De Portugal, 12 ;Alcorcón;-;28921;916190810;916110902;Público;
Madrid-Sur;28038252;CP INF-PRI;JOAN MIRO;Calle De La Ingeniería, 2 ;Leganés;-;28914;916807662;916806924;Público;
Madrid-Sur;28049468;CP INF-PRI;JOAN MIRO;Calle París, 3 ;Móstoles;-;28938;916455853;916467750;Público;
Madrid-Este;28040891;CP INF-PRI;JOAQUIN BLUME;Calle Joaquín Blume, S/n ;Torrejón de Ardoz;-;28850;916566733;916566533;Público;
Madrid-Sur;28038082;CP INF-PRI;JOAQUIN COSTA;Calle Del Parque Grande, 1 ;Alcorcón;-;28924;916113435;916104905;Público;
Madrid-Sur;28032420;CP INF-PRI;JOHN LENNON;Calle De Grecia, 21 ;Fuenlabrada;-;28943;916079374;916076544;Público;
Madrid-Norte;28064071;CP INF-PRI;JONATHAN GALEA;Calle Enrique Casas, 7 ;Algete;-;28110;916287333;916287338;Público;
Madrid-Sur;28037193;CP INF-PRI;JORGE GUILLEN;Calle Zaragoza, 15 ;Getafe;-;28903;916817988;916817988;Público;
Madrid-Este;28045475;CP INF-PRI;JORGE GUILLEN;Avenida De Nuestra Señora De La Vega, 6 ;San Martín de la Vega;-;28330;918946372;918958635;Público;
Madrid-Sur;28037788;CP INF-PRI;JORGE GUILLEN;Avenida De Alcorcón, 5 ;Móstoles;-;28936;916461827;916461827;Público;
Madrid-Oeste;28041640;CP INF-PRI;JOSE BERGAMIN GUTIERREZ;Calle Islas Cíes, 6 ;Boadilla del Monte;-;28660;916322813;916327996;Público;
Madrid-Este;28062321;CP INF-PRI;JOSE HIERRO;Avenida De José Hierro, 86 ;Rivas-Vaciamadrid;-;28521;914991147;914991147;Público;
Madrid-Sur;28065531;CP INF-PRI;JOSE HIERRO;Calle Acuario, 34 ;Parla;-;28983;914240509;914240647;Público;
Madrid-Este;28069194;CP INF-PRI;JOSE ITURZAETA;Calle Bernardo Atxaga, 13 ;Rivas-Vaciamadrid;-;28521;917518703;917518703;Público;
Madrid-Sur;28035639;CP INF-PRI;JOSE JALON;Calle Felguera, S/n ;Navalcarnero;-;28600;918101069;918101408;Público;
Madrid-Sur;28031464;CP INF-PRI;JOSE MARIA DE PEREDA;Calle Moraña, 27 ;Leganés;-;28915;916886052;916886052;Público;
Madrid-Este;28058822;CP INF-PRI;JOSE SARAMAGO;Calle De José Saramago, 1 ;Rivas-Vaciamadrid;-;28522;914991786;914991347;Público;
Madrid-Este;28028751;CP INF-PRI;JUAN DE AUSTRIA;Avenida De Juan De Austria, 17 ;Alcalá de Henares;-;28804;918886350;918886350;Público;
Madrid-Sur;28046391;CP INF-PRI;JUAN DE AUSTRIA;Avenida Universidad, 28 ;Leganés;-;28911;916804450;916804450;Público;
Madrid-Este;28023388;CP INF-PRI;JUAN DE GOYENECHE;Avenida Glasgow, 1 ;Nuevo Baztán;-;28514;918735070;918734258;Público;
Madrid-Sur;28069753;CP INF-PRI;JUAN DE LA CIERVA;Camino Del Molino, 1 ;Fuenlabrada;-;28943;916045000;916893154;Público;
Madrid-Oeste;28025294;CP INF-PRI;JUAN FALCO;Avenida De Segovia, 1 ;Valdemorillo;-;28210;918990078;918991080;Público;
Madrid-Sur;28035603;CP INF-PRI;JUAN OCAÑA;Avenida De Los Deportes, 25 ;Móstoles;-;28935;916137117;916137117;Público;
Madrid-Sur;28023111;CP INF-PRI;JUAN PEREZ VILLAAMIL;Calle Veracruz, 34 Duplicado ;Móstoles;-;28936;916480871;916480820;Público;
Madrid-Este;28028945;CP INF-PRI;JUAN RAMON JIMENEZ;Calle Juan Ramón Jiménez, 8 ;Torrejón de Ardoz;-;28850;916762811;916762811;Público;
Madrid-Sur;28037685;CP INF-PRI;JULIAN BESTEIRO;Calle Santander, 13 ;Parla;-;28982;916986605;916989143;Público;
Madrid-Sur;28039086;CP INF-PRI;JULIAN BESTEIRO;Calle Campos De Castilla, 4 ;Getafe;-;28909;916847034;916096652;Público;
Madrid-Sur;28041241;CP INF-PRI;JULIAN BESTEIRO;Calle Del Desarrollo, 52 ;Móstoles;-;28935;916452033;-;Público;
Madrid-Sur;28037594;CP INF-PRI;JULIO CORTAZAR;Avenida De Juan Carlos I, 7 ;Getafe;-;28905;916652218;916965962;Público;
Madrid-Este;28000339;CP INF-PRI;JUNCAL;Calle Núñez De Guzmán, 31 ;Alcalá de Henares;-;28802;918819011;918834886;Público;
Madrid-Sur;28002944;CP INF-PRI;LA ALHONDIGA;Calle Buenavista, 26 ;Getafe;-;28904;916952103;916010676;Público;
Madrid-Sur;28045128;CP INF-PRI;LA CAÑADA;Calle De Concepción Arenal, 13 ;Fuenlabrada;-;28942;914864366;914864238;Público;
Madrid-Oeste;28050446;CP INF-PRI;LA ENCINA;Calle Ramón Y Cajal, 3 ;Rozas de Madrid, Las;-;28232;916403725;916403996;Público;
Madrid-Este;28035676;CP INF-PRI;LA ESCUELA;Avenida De Miguel Hernández, 1 ;Rivas-Vaciamadrid;-;28523;916660014;916669299;Público;
Madrid-Este;28060300;CP INF-PRI;LA GARENA;Calle Arturo Soria, 3 ;Alcalá de Henares;-;28806;918863534;918863556;Público;
Madrid-Este;28024976;CP INF-PRI;LA GAVIOTA;Calle Cristal, 2 ;Torrejón de Ardoz;-;28850;916754039;916757843;Público;
Madrid-Este;28077348;CP INF-PRI;LA LUNA;-;Rivas-Vaciamadrid;-;-;-;-;Público;
Madrid-Oeste;28045165;CP INF-PRI;LA NAVATA;Calle Del Estanque, 8 ;Galapagar;-;28420;918583999;918586119;Público;
Madrid-Sur;28045301;CP INF-PRI;LA PALOMA;Calle De La Paloma, 45 ;Parla;-;28981;916996965;916996854;Público;
Madrid-Este;28050392;CP INF-PRI;LA ZARZUELA;Calle Almagro, S/n ;Torrejón de Ardoz;-;28850;916778043;916762805;Público;
Madrid-Oeste;28039244;CP INF-PRI;LAS ACACIAS;Calle Diamante, S/n ;Pozuelo de Alarcón;-;28224;913524797;917141380;Público;
Madrid-Sur;28063891;CP INF-PRI;LAS ARTES;Calle Juana Francés, 57 ;Pinto;-;28320;916987254;916928851;Público;
Madrid-Sur;28060245;CP INF-PRI;LAS CASTAÑERAS;Calle De Andalucía, 8 ;Arroyomolinos;-;28939;916091283;916095449;Público;
Madrid-Este;28024061;CP INF-PRI;LAS CIGÜEÑAS;Calle De Noruega, 1 ;Rivas-Vaciamadrid;-;28521;916700133;916703335;Público;
Madrid-Sur;28028891;CP INF-PRI;LAS CUMBRES;Calle Del Río Ebro, 9 ;Móstoles;-;28935;916471370;916456838;Público;
Madrid-Este;28073963;CP INF-PRI;LAS NAVAS DE TOLOSA;Avenida De Circunvalación, 353 ;Paracuellos de Jarama;-;28860;916673323;916672295;Público;
Madrid-Oeste;28057064;CP INF-PRI;LAS VEREDAS;Camino De La Nava, S/n ;Colmenarejo;-;28270;918589271;918424719;Público;
Madrid-Sur;28040039;CP INF-PRI;LAURA GARCIA NOBLEJAS Y BRUNET;Calle Del Gral Sanz Marqués San Juan Puerto Rico, 11 ;Villaviciosa de Odón;-;28670;916163208;916657055;Público;
Madrid-Sur;28067550;CP INF-PRI;LEGAZPI;Calle De Cartagena, 9 ;Arroyomolinos;-;28939;916013018;912649143;Público;
Madrid-Norte;28031166;CP INF-PRI;LEON FELIPE;Avenida De Valencia, 7 ;San Sebastián de los Reyes;-;28702;916535520;916522079;Público;
Madrid-Sur;28049419;CP INF-PRI;LEON FELIPE;Avenida De Carlos V, 28 ;Móstoles;-;28936;916450391;916450391;Público;
Madrid-Sur;28038185;CP INF-PRI;LEON FELIPE;Urbanizacion Parque Miraflores, S/n ;Fuenlabrada;-;28942;916457696;916455783;Público;
Madrid-Sur;28037636;CP INF-PRI;LEON FELIPE;Avenida De La Mancha, 1-a ;Leganés;-;28915;916865476;916865476;Público;
Madrid-Este;28032390;CP INF-PRI;LEON FELIPE;Calle Siete Vientos, S/n ;Arganda del Rey;-;28500;918715438;918704091;Público;
Madrid-Sur;28060257;CP INF-PRI;LEONARDO DA VINCI;Calle Del Eucalipto, 37 ;Móstoles;-;28935;916479401;916479326;Público;
Madrid-Sur;28003523;CP INF-PRI;LEPANTO;Calle Río Manzanares, 37 ;Leganés;-;28913;916935485;916895824;Público;
Madrid-Sur;28028842;CP INF-PRI;LOPE DE VEGA;Avenida De Los Pinos, 4 ;Leganés;-;28914;916941570;916935435;Público;
Madrid-Sur;28037545;CP INF-PRI;LOPE DE VEGA;Calle Francisco Javier Sauquillo, 17 ;Fuenlabrada;-;28944;916972902;916972902;Público;
Madrid-Sur;28040842;CP INF-PRI;LORANCA;Paseo Riazor, 10 ;Fuenlabrada;-;28942;916080805;916080805;Público;
Madrid-Este;28041792;CP INF-PRI;LOS ALMENDROS;Avenida De Los Almendros, 198 ;Rivas-Vaciamadrid;-;28522;913012711;916665374;Público;
Madrid-Oeste;28023741;CP INF-PRI;LOS ANGELES;Calle Diego De Velázquez, 5 ;Pozuelo de Alarcón;-;28223;917116584;915180145;Público;
Madrid-Oeste;28025178;CP INF-PRI;LOS ANGELES;Plaza De José María Unceta, 10 ;Torrelodones;-;28250;918592178;918594687;Público;
Madrid-Sur;28025944;CP INF-PRI;LOS CASTILLOS;Calle Referendum Viñagrande, 3 ;Alcorcón;-;28925;916114898;916425768;Público;
Madrid-Este;28035688;CP INF-PRI;LOS CERROS CHICOS;Calle San Cristóbal, 2 ;San Martín de la Vega;-;28330;918946023;918946023;Público;
Madrid-Oeste;28042814;CP INF-PRI;LOS JARALES-MONTERROZAS;Avenida Esparta, 54 ;Rozas de Madrid, Las;-;28232;916318490;916318490;Público;
Madrid-Sur;28063881;CP INF-PRI;LOS LAGOS;Avenida De Las Lagunas, 6 ;Parla;-;28981;916996915;916998830;Público;
Madrid-Oeste;28031786;CP INF-PRI;LOS NEGRALES;Calle De San Pablo, 17 ;Alpedrete;-;28439;918504799;918406183;Público;
Madrid-Oeste;28063982;CP INF-PRI;LOS OLIVOS;Camino Perales, S/n ;Rozas de Madrid, Las;-;28232;916315147;916315840;Público;
Madrid-Este;28063921;CP INF-PRI;LOS SANTOS;Avenida Del Quemado, S/n ;Santos de la Humosa, Los;-;28817;918848215;918848215;Público;
Madrid-Sur;28035597;CP INF-PRI;LUIS ALVAREZ LENCERO;Calle Camino De Leganés, 18 ;Móstoles;-;28931;916469792;916469792;Público;
Madrid-Norte;28037508;CP INF-PRI;LUIS BUÑUEL;Calle De Jaén, 73 ;Alcobendas;-;28100;916512323;916638652;Público;
Madrid-Sur;28031038;CP INF-PRI;LUIS DE GONGORA;Calle Yugoslavia, 10 ;Leganés;-;28916;916860920;916868113;Público;
Madrid-Sur;28035640;CP INF-PRI;LUIS VIVES;Calle Felipe Ii, 9 ;Parla;-;28982;916983523;916053955;Público;
Madrid-Este;28037168;CP INF-PRI;LUIS VIVES;Calle Luis Vives, 18 ;Alcalá de Henares;-;28803;918806791;918816785;Público;
Madrid-Sur;28070986;CP INF-PRI;MADRE TERESA DE CALCUTA;Calle Jaime I El Conquistador, 143 ;Parla;-;28983;914240381;914241697;Público;
Madrid-Sur;28049389;CP INF-PRI;MAESTRA TRINIDAD GARCIA;Calle De Cáceres, 6 ;Fuenlabrada;-;28941;916977363;916906716;Público;
Madrid-Sur;28065541;CP INF-PRI;MAESTRO ROMAN BAILLO;Avenida Del Mar Egeo, S/n ;Valdemoro;-;28341;918950838;918751339;Público;
Madrid-Sur;28023534;CP INF-PRI;MAGERIT;Avenida Juan Carlos I, 6 ;Parla;-;28981;916992950;916989312;Público;
Madrid-Este;28030344;CP INF-PRI;MANUEL AZAÑA;Avenida Del Ejército, 5 ;Alcalá de Henares;-;28802;918880041;918880041;Público;
Madrid-Sur;28069182;CP INF-PRI;MANUEL DE FALLA;Calle De Reinosa, 24 ;Fuenlabrada;-;28942;916152156;916068419;Público;
Madrid-Sur;28071206;CP INF-PRI;MANUEL JOSE QUINTANA;Calle Del Carranque, S/n ;Batres;-;28976;918127124;918127193;Público;
Madrid-Sur;28038203;CP INF-PRI;MANUEL NUÑEZ DE ARENAS;Avenida De Las Arcas Del Agua, 9 ;Getafe;-;28905;916830792;916814904;Público;
Madrid-Sur;28063842;CP INF-PRI;MANUEL VAZQUEZ MONTALBAN;Calle Alcalde Francisco Moreno Menéndez, 7 ;Leganés;-;28914;916485817;916485817;Público;
Madrid-Sur;28067771;CP INF-PRI;MANUELA MALASAÑA;Calle De Los Arados, 10 ;Fuenlabrada;-;28944;916856972;914920601;Público;
Madrid-Sur;28037661;CP INF-PRI;MARGARITA XIRGU;Avenida De La O.n.u., 26 ;Móstoles;-;28936;916461292;916461292;Público;
Madrid-Sur;28063878;CP INF-PRI;MARIA MARTIN;Calle De Las Víctimas Del Terrorismo, S/n ;Navalcarnero;-;28600;918110110;918115517;Público;
Madrid-Sur;28037697;CP INF-PRI;MARIA MOLINER;Calle Reyes Católicos, 79 ;Parla;-;28982;916986433;916054006;Público;
Madrid-Sur;28073011;CP INF-PRI;MARIA MONTESSORI;Calle Del Pintor Velázquez, 62 ;Móstoles;-;28935;916147606;916147606;Público;
Madrid-Sur;28033771;CP INF-PRI;MARIANA PINEDA;Avenida De Las Ciudades, 33 ;Getafe;-;28903;916824060;916955376;Público;
Madrid-Oeste;28030371;CP INF-PRI;MARIANO BENLLIURE;Calle Isla De Sálvora, 155 ;Collado Villalba;-;28400;918506456;918512346;Público;
Madrid-Este;28045062;CP INF-PRI;MARIO BENEDETTI;Camino De La Partija, S/n ;Rivas-Vaciamadrid;-;28523;913012479;913012479;Público;
Madrid-Oeste;28066119;CP INF-PRI;MARIO VARGAS LLOSA;Avenida De Atenas, 48b ;Rozas de Madrid, Las;-;28232;916315884;916314960;Público;
Madrid-Sur;28003535;CP INF-PRI;MARQUES DE LEGANES;Calle Pizarro, 4 ;Leganés;-;28911;916939114;916894703;Público;
Madrid-Este;28029913;CP INF-PRI;MENENDEZ PIDAL;Avenida De España, 144 ;Coslada;-;28822;916725622;916725622;Público;
Madrid-Sur;28003833;CP INF-PRI;MIGUEL DE CERVANTES;Calle Aragón, 19 ;Leganés;-;28914;916936034;916936034;Público;
Madrid-Este;28024964;CP INF-PRI;MIGUEL DE CERVANTES;Avenida Madrid, 15 ;Torrejón de Ardoz;-;28850;916750442;916561620;Público;
Madrid-Este;28025415;CP INF-PRI;MIGUEL DE CERVANTES;Calle Miguel Cervantes, 4 ;Valdilecha;-;28511;918738437;918738660;Público;
Madrid-Norte;28038136;CP INF-PRI;MIGUEL DE CERVANTES;Avenida Literatos, 11 ;Tres Cantos;-;28760;918036188;918041577;Público;
Madrid-Oeste;28042152;CP INF-PRI;MIGUEL DE CERVANTES;Calle Ruiz De Alarcón, 1 ;Collado Villalba;-;28400;918516533;918490677;Público;
Madrid-Este;28029691;CP INF-PRI;MIGUEL DE CERVANTES;Calle De Francisco De Goya, 3 ;Mejorada del Campo;-;28840;916790244;916790244;Público;
Madrid-Sur;28076307;CP INF-PRI;MIGUEL DE CERVANTES;Calle De Maritornes C/v Insula Malindrania ;Getafe;-;28906;608985300;-;Público;
Madrid-Este;28002041;CP INF-PRI;MIGUEL DELIBES;Paseo Pozuelo, 31 ;Campo Real;-;28510;918733125;918733125;Público;
Madrid-Sur;28038288;CP INF-PRI;MIGUEL DELIBES;Calle Maestro, 9 ;Leganés;-;28914;916879409;916850243;Público;
Madrid-Sur;28049420;CP INF-PRI;MIGUEL DELIBES;Avenida De La O.n.u., 19 ;Móstoles;-;28936;916461745;916461745;Público;
Madrid-Norte;28071814;CP INF-PRI;MIGUEL DELIBES;Calle Alonso Zamora Vicente C/v Rosa Chacel, 1 ;San Sebastián de los Reyes;-;28702;916677086;916677460;Público;
Madrid-Sur;28040878;CP INF-PRI;MIGUEL DELIBES;Calle Felipe Ii, 15 ;Parla;-;28982;916994663;916994663;Público;
Madrid-Oeste;28002403;CP INF-PRI;MIGUEL DELIBES;Calle Ruiz De Alarcón, 8 ;Collado Villalba;-;28400;918501823;918490169;Público;
Madrid-Sur;28029615;CP INF-PRI;MIGUEL HERNANDEZ;Calle De Suiza, 24 ;Fuenlabrada;-;28943;916075816;916081299;Público;
Madrid-Sur;28044458;CP INF-PRI;MIGUEL HERNANDEZ;Camino De La Cantueña, 3 ;Parla;-;28982;916983569;916983569;Público;
Madrid-Este;28034052;CP INF-PRI;MIGUEL HERNANDEZ;Calle Rafael Sánchez Ferlosio, 17 ;San Fernando de Henares;-;28830;916734510;916733469;Público;
Madrid-Norte;28032353;CP INF-PRI;MIGUEL HERNANDEZ;Calle De Segovia, 5 ;Alcobendas;-;28100;916532914;916638971;Público;
Madrid-Sur;28032389;CP INF-PRI;MIGUEL HERNANDEZ;Calle Pablo Neruda, S/n ;Alcorcón;-;28922;916414075;916414075;Público;
Madrid-Sur;28032468;CP INF-PRI;MIGUEL HERNANDEZ;Avenida De Los Reyes Católicos, 35 ;Getafe;-;28904;916823110;916843312;Público;
Madrid-Este;28033898;CP INF-PRI;MIGUEL HERNANDEZ;Calle Magdalena, S/n ;Torrejón de Ardoz;-;28850;916565678;916770116;Público;
Madrid-Sur;28033813;CP INF-PRI;MIGUEL HERNANDEZ;Avenida Europa, 8 ;Leganés;-;28916;912282428;916866206;Público;
Madrid-Este;28032331;CP INF-PRI;MIGUEL HERNANDEZ;Calle Luis Madrona, 15 ;Alcalá de Henares;-;28805;918883040;918883040;Público;
Madrid-Este;28031026;CP INF-PRI;MIGUEL HERNANDEZ;Calle Doctor Marañón, 7 ;Arganda del Rey;-;28500;918702392;918718141;Público;
Madrid-Norte;28035366;CP INF-PRI;MIRAFLORES;Calle De Miraflores, 16 ;Alcobendas;-;28100;916543885;916514712;Público;
Madrid-Norte;28001991;CP INF-PRI;MONTELINDO;Carretera De Valdemanco, 9 ;Bustarviejo;-;28720;918482308;918482308;Público;
Madrid-Este;28066107;CP INF-PRI;MOZART;Calle Dámaso Alonso, 34 ;Alcalá de Henares;-;28806;918784427;918784425;Público;
Madrid-Sur;28001241;CP INF-PRI;NTRA. SRA. DE FATIMA;Calle Navayuncosa, 22 ;Aldea del Fresno;-;28620;918637177;918637603;Público;
Madrid-Este;28001681;CP INF-PRI;NTRA. SRA. DE LA MILAGROSA;Calle Leonor De Cortinas, 2 ;Arganda del Rey;-;28500;918710205;918700900;Público;
Madrid-Sur;28025491;CP INF-PRI;NTRA. SRA. DE LA POVEDA;Plaza De Francisco Cales Otero, 1 ;Villa del Prado;-;28630;918620443;918620350;Público;
Madrid-Sur;28002609;CP INF-PRI;NTRA. SRA. DE LA SOLEDAD;Calle Francisco De Quevedo, 3 ;Cubas de la Sagra;-;28978;918142162;918142162;Público;
Madrid-Este;28025634;CP INF-PRI;NTRA. SRA. DE LA VICTORIA;Calle Del Viso, 15 ;Villarejo de Salvanés;-;28590;918744643;918744643;Público;
Madrid-Oeste;28025181;CP INF-PRI;NTRA. SRA. DE LOURDES;Calle Nuestra Señora Del Carmen, 10 ;Torrelodones;-;28250;918592210;918594928;Público;
Madrid-Oeste;28024071;CP INF-PRI;NTRA. SRA. DE NAVAHONDA;Calle Elisadero, 25 ;Robledo de Chavela;-;28294;918998313;918998313;Público;
Madrid-Norte;28024617;CP INF-PRI;NTRA. SRA. DE VALVANERA;Avenida De La Sierra, 20 ;San Sebastián de los Reyes;-;28701;916517150;916238351;Público;
Madrid-Este;28023637;CP INF-PRI;NTRA. SRA. DEL CASTILLO;Carretera De Morata, 7 ;Perales de Tajuña;-;28540;918748122;918748122;Público;
Madrid-Sur;28025087;CP INF-PRI;NTRA. SRA. DEL PILAR;Calle San Nicasio, 24 ;Torrejón de Velasco;-;28990;918161506;918161506;Público;
Madrid-Norte;28022943;CP INF-PRI;NTRA. SRA. DEL REMOLINO;Calle De San Isidro, 8 ;Molar, El;-;28710;918410285;918410738;Público;
Madrid-Este;28025208;CP INF-PRI;NTRA. SRA. DEL ROSARIO;Calle Paraísos, S/n ;Torres de la Alameda;-;28813;918858494;918858494;Público;
Madrid-Sur;28032584;CP INF-PRI;NTRA. SRA. DEL ROSARIO;Calle Fuentecilla, 18 ;Valdemoro;-;28341;918953309;918094427;Público;
Madrid-Este;28000376;CP INF-PRI;NTRA. SRA. DEL VAL;Calle Ávila, S/n ;Alcalá de Henares;-;28804;918893702;918894578;Público;
Madrid-Norte;28001277;CP INF-PRI;OBISPO MOSCOSO;Calle Del Retamar, 18 ;Algete;-;28110;916290464;916280730;Público;
Madrid-Sur;28003845;CP INF-PRI;ORTEGA Y GASSET;Calle Rioja, 76 ;Leganés;-;28915;916871153;916861604;Público;
Madrid-Sur;28002956;CP INF-PRI;ORTIZ ECHAGUE;Calle Titulcia, 24 ;Getafe;-;28903;916955453;916955453;Público;
Madrid-Este;28035408;CP INF-PRI;PABLO NERUDA;Calle Chile, 132 ;Coslada;-;28822;916734552;916743199;Público;
Madrid-Sur;28039785;CP INF-PRI;PABLO NERUDA;Calle De Segovia, 1 ;Fuenlabrada;-;28941;916061998;916908898;Público;
