date	district	latitude	longitude	neighborhood	bathrooms	exterior	floor	hasLift	price	priceByArea	propertyType	operation	rooms	size	parkingSpace.hasParkingSpace	propertyCode	municipality	country	newDevelopment	status	detailedType.typology	province	distance	address
	Salamanca	404.303.854	-36.731.372	Lista	2	false		true	3750	15	office	rent		250	true	34986866	Madrid	es	false	good	office	Madrid	2443	barrio Lista
	Centro	404.232.501	-37.089.173	Malasaña-Universidad	2	true	2	true	480	16	office	rent		30	false	31264473	Madrid	es	false	good	office	Madrid	951	plaza mostenses, 1
	Retiro	404.117.224	-36.728.774	Niño Jesús	1	true	1	true	1350	11	office	rent		120	false	34984450	Madrid	es	false	good	office	Madrid	3194	nazaret, 1
	Salamanca	404.304.805	-36.707.394	Goya	1	false	en	true	1400	12	office	rent		121	false	34984191	Madrid	es	false	good	office	Madrid	2646	barrio Goya
	Retiro	404.052.148	-36.789.781	Pacífico	1	true	1	true	800	12	office	rent		65	false	34983768	Madrid	es	false	good	office	Madrid	3375	mediterráneo
	Tetuán	404.568.351	-36.949.898	Cuatro Caminos	0	true	5	true	8232	21	office	rent		392	false	34983535	Madrid	es	false	good	office	Madrid	3042	calle de pedro teixeira
	Tetuán	404.562.351	-36.961.898	Cuatro Caminos	0	true	3	true	10920	21	office	rent		520	false	34983534	Madrid	es	false	good	office	Madrid	2958	calle de pedro teixeira
	Tetuán	404.545.529	-36.945.827	Cuatro Caminos	0	true	4	true	5502	21	office	rent		262	false	34983532	Madrid	es	false	good	office	Madrid	2801	calle de orense, 34
	Chamartín	404.412.812	-3.672.875	Prosperidad	0	true	8	true	5964	12	office	rent		497	false	34983531	Madrid	es	false	good	office	Madrid	2765	calle del corazón de maría
	Chamartín	404.403.812	-3.672.875	Prosperidad	0	true	1	true	2796	12	office	rent		233	false	34983529	Madrid	es	false	good	office	Madrid	2721	calle del corazón de maría
	Chamberí	404.393.126	-36.977.002	Almagro	0	true	2	true	4095	13	office	rent		315	false	34983528	Madrid	es	false	good	office	Madrid	1097	calle de santa engracia
	Salamanca	404.279.441	-36.865.821	Recoletos	0	true	1	true	4590	17	office	rent		270	false	34983527	Madrid	es	false	good	office	Madrid	1324	calle de serrano
	Usera	403.765.412	-3.692.267	San Fermín	0	true		true	12492	12	office	rent		1041	false	34983525	Madrid	es	false	good	office	Madrid	6000	calle san máximo
	Arganzuela	403.973.451	-3.678.323	Delicias	0	true	1	true	19040	16	office	rent		1190	false	34983524	Madrid	es	false	good	office	Madrid	4147	calle del ombú
	Tetuán	404.551.328	-36.926.979	Cuzco-Castillejos	0	true	3	true	3692	13	office	rent		284	false	34983522	Madrid	es	false	good	office	Madrid	2903	avenida de brasil
	Tetuán	404.501.408	-36.957.306	Cuatro Caminos	0	true	5	true	19800	18	office	rent		1100	false	34983521	Madrid	es	false	good	office	Madrid	2301	plaza de carlos trias bertrán
	Tetuán	404.520.408	-36.917.306	Cuatro Caminos	0	true	5	true	17100	18	office	rent		950	false	34983520	Madrid	es	false	good	office	Madrid	2600	plaza de carlos trias bertrán
	Tetuán	404.532.408	-36.933.306	Cuatro Caminos	0	true	1	true	14400	18	office	rent		800	false	34983519	Madrid	es	false	good	office	Madrid	2686	plaza de carlos trias bertrán
	Salamanca	404.267.894	-36.841.073	Recoletos	0	true	1	true	12300	20	office	rent		615	false	34983517	Madrid	es	false	renew	office	Madrid	1555	barrio Recoletos
	Tetuán	404.499.408	-36.917.306	Cuatro Caminos	0	true	5	true	22140	18	office	rent		1230	false	34983516	Madrid	es	false	good	office	Madrid	2381	plaza de carlos trias bertrán
		407.282.093	-38.716.999		2	false	bj	true	500	7	flat	rent	2	76	true	34257073	Manzanares el Real	es	false	good	flat	Madrid		avenida de la pedriza, 13
	Fuencarral	405.051.534	-37.086.317	Montecarmelo	1	true	5	true	1200	13	penthouse	rent	2	90	true	1995003	Madrid	es	false	good	flat	Madrid		avenida Santuario de Valverde, 6
	Centro	404.065.726	-37.013.111	Lavapiés-Embajadores	2	false	2	true	800	10	flat	rent	2	80	true	35054443	Madrid	es	false	good	flat	Madrid		calle Miguel Servet, 13
	Hortaleza	40.464.935	-36.293.648	Canillas	1	true	6	true	600	13	flat	rent	1	45		35054314	Madrid	es	false	good	flat	Madrid		calle de Mota del Cuervo, 76
	Altos de Jarama	40.529.949	-35.431.383		2	false			875	10	chalet	rent	2	90	true	2099140	Paracuellos de Jarama	es	false	good	chalet	Madrid		calle Arce, 8
	El Bosque	4.038.572	-393.068		2	true	bj	true	850	10	flat	rent	2	85	true	29608581	Villaviciosa de Odón	es	false	good	flat	Madrid		calle Tera, 1
	Tetuán	404.543.979	-37.030.548	Berruguete	1	true	6	true	600	10	flat	rent	1	60		26314509	Madrid	es	false	good	flat	Madrid		calle de Bravo Murillo, 191
	Fuencarral	405.037.039	-3.674.192	Las Tablas	2	true	4	true	949	11	flat	rent	2	90	true	35054176	Madrid	es	false	good	flat	Madrid		calle San Juan de Ortega, 20
	Fuencarral	4.048.969	-371.696	Arroyo del Fresno	1	true	4	true	1100	16	flat	rent	2	70	true	35054156	Madrid	es	false	good	flat	Madrid		barrio Arroyo del Fresno
	Tetuán	404.711.944	-37.026.162	Valdeacederas	1	true	1	true	725	10	flat	rent	2	70		35054121	Madrid	es	false	good	flat	Madrid		calle Arroyo
	San Blas	4.041.896	-361.635	Arcos	2	true	2	true	950	8	flat	rent	3	115	true	35054044	Madrid	es	false	good	flat	Madrid		calle de Nuremberg, 11
	San Blas	404.443.715	-35.866.433	Rejas	1	true	5	true	690	11	flat	rent	1	65	true	25827100	Madrid	es	false	good	flat	Madrid		calle de la Pirra, 34
	Zona Carretera del Plantío	404.783.188	-38.533.256		2	false		true	999	10	flat	rent	2	105	true	35054052	Majadahonda	es	false	good	flat	Madrid		calle tejar
	Zona Monte el Pilar	404.686	-386.147		3	false		true	2000	14	duplex	rent	3	140	true	35054051	Majadahonda	es	false	good	flat	Madrid		avenida principe de asturias
	Salamanca	404.246.318	-36.794.732	Goya	2	true	4	true	2350	14	flat	rent	3	170		35054024	Madrid	es	false	good	flat	Madrid		calle de Goya
	Chamberí	404.313.313	-37.150.399	Gaztambide	1	true	4	true	800	16	studio	rent	0	50		35053994	Madrid	es	false	good	flat	Madrid		calle Hilarión Eslava
	Chamberí	404.419.046	-36.964.378	Nuevos Ministerios-Ríos Rosas	1	true	1	true	1100	17	flat	rent	1	65	true	35053953	Madrid	es	false	good	flat	Madrid		barrio Nuevos Ministerios-Ríos Rosas
	Salamanca	404.266.392	-36.865.214	Recoletos	1	false	3	true	800	16	flat	rent	2	50		35053894	Madrid	es	false	good	flat	Madrid		calle de Claudio Coello, 47
	Centro	40.419.839	-37.105.145	Palacio	2	false	bj	true	3200	27	flat	rent	2	120		35053891	Madrid	es	false	good	flat	Madrid		calle de la Bola, 4
	Arganzuela	403.876.663	-36.942.466	Legazpi	2	true	3	true	980	13	flat	rent	2	75		35053806	Madrid	es	false	good	flat	Madrid		calle de Julián Rabanedo, 21
	Salamanca	404.265.848	-36.833.268	Recoletos	1	true	1	true	1200	20	flat	rent	1	60		35053374	Madrid	es	false	good	flat	Madrid		barrio Recoletos
		407.480.266	-35.114.223		4	false			890	4	chalet	rent	3	240	true	34189248	Talamanca de Jarama	es	false	good	chalet	Madrid		camino del cubillo, 3
	Ciudad Lineal	404.266.179	-36.519.166	Ventas	1	true	4	true	570	9	flat	rent	3	65		35053040	Madrid	es	false	good	flat	Madrid		calle de Gerardo Cordón, 67
	Salamanca	40.425.173	-36.863.656	Recoletos	3	true		true	4000	28	flat	rent	2	145	true	35053274	Madrid	es	false	good	flat	Madrid		barrio Recoletos
	La Moraleja	40.528.515	-3.619.985		4	false			4200	8	chalet	rent	5	500	true	28353845	La Moraleja	es	false	good	chalet	Madrid		La Moraleja
	Salamanca	404.260.919	-36.610.545	Fuente del Berro	2	false			2200	9	chalet	rent	4	250	true	35053013	Madrid	es	false	good	chalet	Madrid		barrio Fuente del Berro
	Ciudad Lineal	404.358.649	-36.514.622	Concepción	1	false	bj	false	500	13	studio	rent	0	40		31541549	Madrid	es	false	good	flat	Madrid		calle virgen del castañar
	Parla Este	4.022.192	-375.999		2	true	3	true	600	6	flat	rent	2	99	true	35052995	Parla	es	false	good	flat	Madrid		Parla Este
	Puente de Vallecas	403.765.944	-36.630.864	Entrevías	1	false	1		500	5	flat	rent	3	100		35052998	Madrid	es	false	good	flat	Madrid		avenida de las glorietas
	Salamanca	404.300.164	-36.640.578	Guindalera	1	true	en	true	780	13	flat	rent	1	60		35052925	Madrid	es	false	good	flat	Madrid		alcala
	Chamartín	404.411.359	-36.704.766	Prosperidad	1	false	6	true	1300	15	flat	rent	2	85		29158439	Madrid	es	false	good	flat	Madrid		calle del Corazón de María, 7  bis
	Las Américas	402.211	-375.789		2	true	7	true	550	6	flat	rent	2	85	true	30400303	Parla	es	false	good	flat	Madrid		avenida de los Planetas, 44
	Retiro	404.084.575	-36.725.749	Niño Jesús	2	true	2	true	1160	8	flat	rent	4	140		35052845	Madrid	es	false	good	flat	Madrid		barrio Niño Jesús
	Puente de Vallecas	403.903.514	-36.714.946	San Diego	1	true	3	false	620	7	flat	rent	3	90		30766813	Madrid	es	false	good	flat	Madrid		calle maría encinas, 2
	Chamberí	404.329.222	-37.062.798	Arapiles	1	false	2	true	950	19	flat	rent	1	50		35052769	Madrid	es	false	good	flat	Madrid		barrio Arapiles
	Parque Empresarial	405.232.382	-38.925.987	Parque Empresarial	2	true	3	true	1290	9	penthouse	rent	3	150	true	35052681	Las Rozas de Madrid	es	false	good	flat	Madrid		barrio Parque Empresarial
		407.094.524	-39.673.724		3	false			1200	4	chalet	rent	4	280	true	35052661	Becerril de la Sierra	es	false	good	chalet	Madrid		Becerril de la Sierra
	Brezo	401.959.077	-36.830.894		1	true	4	true	500	7	flat	rent	2	75	true	25449665	Valdemoro	es	false	good	flat	Madrid		calle de Dalí, 3  4º A
	Barajas	4.047.771	-35.778.549	Casco Histórico de Barajas	1	true	1	false	600	11	flat	rent	1	55		35052635	Madrid	es	false	good	flat	Madrid		barrio Casco Histórico de Barajas
	Parque Lisboa - La Paz	403.485.542	-38.058.757	Parque Lisboa - La Paz	2	true	3	true	775	10	flat	rent	2	78		35052609	Alcorcón	es	false	good	flat	Madrid		avenida de la Libertad
	Latina	404.093.747	-37.249.194	Puerta del Ángel	1	true	3	true	900	13	flat	rent	2	68		35048256	Madrid	es	false	good	flat	Madrid		calle Pablo Casals, 3
	Puente de Vallecas	404.019.749	-36.603.956	Numancia	1	true	4	true	830	10	flat	rent	1	80		35048267	Madrid	es	false	good	flat	Madrid		calle sierra toledana, 29
	Centro	404.146.071	-37.101.565	Palacio	1	true	2	false	980	16	flat	rent	1	60		35048266	Madrid	es	false	good	flat	Madrid		calle Cuchilleros
	Chamberí	404.311.679	-37.004.914	Trafalgar	1	false	2	true	900	18	flat	rent	2	50		35048265	Madrid	es	false	good	flat	Madrid		calle de Trafalgar, 7
	Salamanca	404.294.579	-36.663.456	Guindalera	1	false	bj	true	780	15	flat	rent	1	52		35048262	Madrid	es	false	good	flat	Madrid		calle Alcala, 211
	El Cantizal	405.176.094	-39.263.666	El Cantizal	2	true	2	true	1000	9	flat	rent	2	115	true	29420720	Las Rozas de Madrid	es	false	good	flat	Madrid		barrio El Cantizal
	Latina	404.047.366	-37.316.774	Los Cármenes	1	true	1	true	650	9	flat	rent	2	70		35048212	Madrid	es	false	good	flat	Madrid		calle Chisperos, 5
	Universidad - Hospital	4.029.723	-382.594		2	true	5	true	900	8	penthouse	rent	2	110	true	35048204	Fuenlabrada	es	false	good	flat	Madrid		calle del Tilo, 1
	Parque de la Coruña - Las Suertes	406.196.854	-40.075.329		2	true	2	true	550	4	flat	rent	4	134	true	35048171	Collado Villalba	es	false	good	flat	Madrid		ISLA DE LA TOJA
	Villa de Vallecas	403.626.501	-35.965.752	Ensanche de Vallecas - La Gavia	1	true	8	true	735	7	penthouse	rent	1	111	true	34986789	Madrid	es	false	good	flat	Madrid		avenida del Ensanche de Vallecas, 79
	Moncloa	404.290.007	-37.204.543	Argüelles	2	true	7	true	1150	12	penthouse	rent	2	100		35048110	Madrid	es	false	good	flat	Madrid		barrio Argüelles
	Chamartín	404.429.436	-367.401	Prosperidad	1	false	5	true	800	11	flat	rent	1	73		35048087	Madrid	es	false	good	flat	Madrid		calle de Canillas, 41
	Centro	403.549.161	-39.119.841		2	false			1400	7	chalet	rent	4	200	true	35048055	Villaviciosa de Odón	es	false	good	chalet	Madrid		Centro
	Puente de Vallecas	404.027.432	-36.620.815	Numancia	1	true	4	true	830	10	penthouse	rent	1	80	true	35048021	Madrid	es	false	good	flat	Madrid		barrio Numancia
	Centro	4.033.154	-376.298	Casco Antiguo	1	true	2	false	550	7	flat	rent	2	76		35048013	Leganés	es	false	good	flat	Madrid		avenida de la Universidad
	Salamanca	404.292.885	-36.656.523	Fuente del Berro	1	true	2	true	900	14	flat	rent	2	65		35048008	Madrid	es	false	good	flat	Madrid		calle de Alcalá
		402.074.385	-37.923.618		1	false			700	9	chalet	rent	2	80	true	35047986	Torrejón de la Calzada	es	false	good	chalet	Madrid		Torrejón de la Calzada
	El Soto de la Moraleja	405.240.908	-36.321.673		5	false			2400	8	chalet	rent	5	300	true	35047849	La Moraleja	es	false		chalet	Madrid		El Soto de la Moraleja
	Ciudad Lineal	404.646.456	-36.662.454	Atalaya	2	true	1	true	1350	15	flat	rent	3	90	true	35047838	Madrid	es	false	good	flat	Madrid		arturo soria, 243
	Este	403.225.467	-38.528.944		2	true	10	true	800	7	flat	rent	2	110		1894507	Móstoles	es	false	good	flat	Madrid		calle Hermanos Pinzón, 28
	San Blas	404.383.872	-36.167.542	Simancas	1	true	2	true	700	13	flat	rent	1	54		35047809	Madrid	es	false	good	flat	Madrid		julian Camarillo
	Salamanca	4.042.741	-36.746.802	Goya	1	false	3	true	800	23	flat	rent	1	35		35047802	Madrid	es	false	good	flat	Madrid		calle de Ayala, 81
	Rozas Centro	404.939.076	-38.698.964	El Caño- Maracaibo	3	true	2	true	1850	9	flat	rent	4	200		35047800	Las Rozas de Madrid	es	false	good	flat	Madrid		barrio El Caño- Maracaibo
		407.293.889	-35.791.642		2	true	2	false	400	4	duplex	rent	3	90		35047774	El Molar	es	false	good	flat	Madrid		El Molar
	Valdepelayo - Montepinos - Arroyo Culebro	40.310.974	-37.882.072	Valdepelayo-Montepinos-Arroyo Culebro	2	true	bj	true	720	8	flat	rent	3	92	true	35047754	Leganés	es	false	good	flat	Madrid		calle Coslada
	Chamberí	40.432.045	-36.953.088	Almagro	1	true	5	true	800	19	flat	rent	1	43		35047734	Madrid	es	false	good	flat	Madrid		almagro
	Ciudad Lineal	404.646.456	-36.662.454	Atalaya	2	true	1	true	1275	14	flat	rent	3	90	true	35047731	Madrid	es	false	good	flat	Madrid		arturo Soria, 243
	Salamanca	404.336.255	-36.644.244	Guindalera	1	true	3	true	950	14	flat	rent	1	70	true	35047698	Madrid	es	false	good	flat	Madrid		calle Francisco Navacerrada
	Fuencarral	404.787.221	-37.160.928	Pilar	1	true	3	true	800	11	flat	rent	2	70		35047658	Madrid	es	false	good	flat	Madrid		avenida de Monforte de Lemos
	Villaverde	403.466.439	-37.092.946	San Andrés	1	true	1	false	680	11	flat	rent	2	60		35047521	Madrid	es	false	good	flat	Madrid		paseo de Alberto Palacios, 2
		405.005.575	-40.628.178		4	false			875	4	chalet	rent	3	200	true	1773989	Valdemorillo	es	false	good	chalet	Madrid		calle Picasso, 1
	Centro	404.185.278	-37.069.768	Palacio	2	true	4	true	1350	16	duplex	rent	2	85		35047636	Madrid	es	false	good	flat	Madrid		herradores
	Tetuán	40.459.792	-36.966.522	Cuzco-Castillejos	1	true	14	true	1600	21	flat	rent	1	77		35042156	Madrid	es	false	good	flat	Madrid		barrio Cuzco-Castillejos
	Carabanchel	40.395.718	-37.343.079	San Isidro	1	true	bj	true	675	14	flat	rent	1	50		35047608	Madrid	es	false	good	flat	Madrid		calle de Zaida
	Navalquejigo - Los Arroyos	405.969.036	-40.426.018		4	false			2000	6	chalet	rent	6	312	true	35047588	El Escorial	es	false	good	chalet	Madrid		Navalquejigo - Los Arroyos
	Moncloa	40.449.617	-37.781.875	Aravaca	3	false			2400	8	chalet	rent	4	300	true	2163099	Madrid	es	false	good	chalet	Madrid		calle Valle de Pas, 5
	Carabanchel	403.985.796	-37.312.313	San Isidro	1	true	bj	true	700	13	flat	rent	1	55		35047571	Madrid	es	false	good	flat	Madrid		calle de Arroyo de Valdecelada
	Salamanca	404.365.154	-36.786.665	Castellana	1	true	4	true	1500	13	flat	rent	1	120		35047566	Madrid	es	false	good	flat	Madrid		calle de Castelló
	Chamberí	404.378.202	-37.112.035	Vallehermoso	4	true	7	true	3800	14	duplex	rent	3	280		35047539	Madrid	es	false	good	flat	Madrid		barrio Vallehermoso
	Villaverde	403.422.779	-36.742.574	Butarque	2	true	6	true	620	9	flat	rent	3	70	true	35047517	Madrid	es	false	good	flat	Madrid		calle estefanita, 66
	Moncloa	404.304.905	-37.365.986	Casa de Campo	1	true	1	true	595	9	flat	rent	2	70		35047516	Madrid	es	false	good	flat	Madrid		calle santa fe, 15
	Centro	403.248.672	-38.590.657		1	true	4	false	530	8	flat	rent	3	65		35047515	Móstoles	es	false	good	flat	Madrid		calle arévalo, 6
	Puente de Vallecas	403.822.358	-36.462.516	Palomeras sureste	1	true	bj	false	395	7	flat	rent	2	60		35047514	Madrid	es	false	good	flat	Madrid		calle de villalobos, 5
	Sector S	4.040.539	-388.872		2	true	3	true	1250	8	flat	rent	4	162	true	35047513	Boadilla del Monte	es	false	good	flat	Madrid		avenida nuevo mundo, 9
		406.550.573	-40.226.109		1	true	2	false	550	8	flat	rent	2	72	true	35047467	Alpedrete	es	false	good	flat	Madrid		Alpedrete
	Arganzuela	404.011.206	-36.986.813	Palos de Moguer	1	true	3	true	795	16	flat	rent	1	50	true	35047477	Madrid	es	false	good	flat	Madrid		calle Bernardino Obregón
		405.469.384	-33.346.954		2	false			1000	5	chalet	rent	4	207	true	35047431	Meco	es	false	good	chalet	Madrid		calle Toledo
	Chamberí	404.410.275	-37.102.365	Vallehermoso	3	true	6	true	2900	19	flat	rent	4	155		35047403	Madrid	es	false	good	flat	Madrid		calle Juan Vigón
	Centro	403.490.643	-38.336.323	Zona Renfe	1	true	2	false	625	9	flat	rent	3	70		35047411	Alcorcón	es	false	good	flat	Madrid		princesa
	Zona norte	4.047.746	-386.965		1	true	4	true	700	14	flat	rent	1	51	true	35047223	Majadahonda	es	false	good	flat	Madrid		calle de Chile
	Carlos Ruiz	406.259.123	-4.023.347		2	true	2	false	300	6	office	rent		50	false	25231501	Collado Villalba	es	false	good	office	Madrid	13054	calle de Azuela, 54
		406.726.544	-40.897.694		0	true	1	false	400	8	office	rent		50	false	31877310	Guadarrama	es	false	good	office	Madrid	8175	calle alfonso senra, 21 a
	Zona Colegios	406.731.444	-39.741.404		0	true	1	true	400	6	office	rent		65	false	2180891	Moralzarzal	es	false	renew	office	Madrid	10111	avenida Marques de Santillana, 18
		406.739.544	-40.877.694		1	true	1	false	375	9	office	rent		44	false	31469034	Guadarrama	es	false	good	office	Madrid	7979	calle Alfonso Senra
	Villalba Estación	406.303.606	-40.034.453		1	true	2	true	100	8	office	rent		12	false	32699465	Collado Villalba	es	false	good	office	Madrid	13019	avenida de honorio lozano, 29
	Villalba Estación	40.627.852	-40.085.481		2	true	1	false	400	5	office	rent		80	false	2181223	Collado Villalba	es	false	good	office	Madrid	13151	travesía Real, 3
	Los Negrales	406.333.402	-40.210.197		1	true	bj	false	150	13	office	rent		12	false	33922050	Collado Villalba	es	false	good	office	Madrid	12289	calle maestro zudaire, 2
	Villalba Estación	406.299.905	-40.035.532		1	false	bj	false	330	4	office	rent		75	false	33155781	Collado Villalba	es	false	good	office	Madrid	13055	avenida de honorio lozano, 14
	Parque de la Coruña - Las Suertes	406.216.019	-40.126.748		1	true	bj	true	350	32	office	rent		11	true	32401605	Collado Villalba	es	false	good	office	Madrid	13725	calle isla de la toja, 11
	Villalba Estación	406.316.084	-40.069.892		1	false	1	false	350	4	office	rent		80	false	34560409	Collado Villalba	es	false	good	office	Madrid	12792	Villalba Estación
	Carlos Ruiz	406.255.714	-40.250.467		2	true	1	false	350	8	office	rent		45	false	2182478	Collado Villalba	es	false	good	office	Madrid	13064	calle Azuela, 76
30/11/2016 22:12	Arganzuela	404.076.784	-37.189.935	Imperial	2	true	7	true	365000	3318	flat	sale	3	110		34615100	Madrid	es	false	good	flat	Madrid	75	paseo virgen del puerto
30/11/2016 22:12	Arganzuela	404.073.629	-37.175.912	Imperial	1	true	5	false	102000	3188	flat	sale	2	32		35272175	Madrid	es	false	renew	flat	Madrid	125	calle de Juan Duque
30/11/2016 22:12	Arganzuela	404.081.411	-37.206.144	Imperial	2	true	1	true	255000	1783	flat	sale	5	143		35272765	Madrid	es	false	renew	flat	Madrid	186	paseo de la Virgen del Puerto
30/11/2016 22:12	Arganzuela	4.040.698	-371.984	Imperial	2	true	8	true	259000	3012	flat	sale	3	86		35272431	Madrid	es	false	renew	flat	Madrid	71	paseo de la Virgen del Puerto
30/11/2016 22:12	Arganzuela	404.066.993	-37.188.816	Imperial	1	true	3	true	349000	5132	flat	sale	2	68	true	34435834	Madrid	es	false	good	flat	Madrid	34	paseo imperial
30/11/2016 22:12	Arganzuela	404.075.005	-37.173.142	Imperial	1	true	3	true	317000	5561	flat	sale	1	57	true	31474099	Madrid	es	false	good	flat	Madrid	153	barrio Imperial
30/11/2016 22:12	Arganzuela	404.097.411	-37.190.144	Imperial	2	true	6	true	359000	2426	flat	sale	5	148		33251486	Madrid	es	false	good	flat	Madrid	304	paseo de la virgen del puerto
30/11/2016 22:12	Arganzuela	404.094.043	-37.189.282	Imperial	2	true	1	true	309000	2784	flat	sale	4	111		35141234	Madrid	es	false	good	flat	Madrid	267	paseo de la Virgen del Puerto
30/11/2016 22:12	Arganzuela	404.065.281	-3.716.573	Imperial	2	true	2	true	345000	3833	flat	sale	2	90	true	34428991	Madrid	es	false	good	flat	Madrid	212	paseo imperial, 41
30/11/2016 22:12	Arganzuela	404.121.411	-37.193.144	Imperial	2	true	6	true	659000	2636	penthouse	sale	4	250		32362439	Madrid	es	false	good	flat	Madrid	572	paseo virgen del puerto
30/11/2016 22:12	Arganzuela	404.081.411	-37.227.144	Imperial	2	true	6	true	659000	2636	penthouse	sale	4	250		34083469	Madrid	es	false	good	flat	Madrid	339	paseo virgen del puerto
30/11/2016 22:12	Arganzuela	404.122.745	-37.178.536	Imperial	1	true	7	true	225000	3000	flat	sale	3	75		35148089	Madrid	es	false	good	flat	Madrid	594	calle de Juan Duque
30/11/2016 22:12	Arganzuela	404.075.215	-37.178.815	Imperial	1	false	bj	false	179000	1904	studio	sale	0	94		34282516	Madrid	es	false	good	flat	Madrid	111	ronda segovia
30/11/2016 22:12	Arganzuela	404.120.411	-37.190.144	Imperial	2	true	6	true	659000	5069	penthouse	sale	4	130		35001500	Madrid	es	false	good	flat	Madrid	560	paseo de la Virgen del Puerto
30/11/2016 22:12	Arganzuela	404.104.542	-37.214.749	Imperial	1	true	2	false	138000	3136	flat	sale	1	44		35106973	Madrid	es	false	good	flat	Madrid	437	calle de Juan Duque
30/11/2016 22:12	Arganzuela	404.053.102	-37.211.213	Imperial	1	false	6	true	199000	2653	flat	sale	3	75		34572429	Madrid	es	false	renew	flat	Madrid	259	marmol, 3
30/11/2016 22:12	Arganzuela	404.042.005	-37.213.142	Imperial	2	true	1	true	343000	4288	flat	sale	2	80		35272039	Madrid	es	false	good	flat	Madrid	367	barrio Imperial
30/11/2016 22:12	Centro	40.409.846	-37.135.662	Palacio	1	false	1	true	230500	2238	flat	sale	1	103		35272393	Madrid	es	false	good	flat	Madrid	558	ronda de Segovia
30/11/2016 22:12	Arganzuela	404.092.784	-37.229.935	Imperial	2	true	7	true	365000	3174	flat	sale	3	115		34495672	Madrid	es	false	good	flat	Madrid	422	paseo de la virgen del puerto
30/11/2016 22:12	Arganzuela	40.404.114	-37.212.352	Imperial	2	true	1	true	441000	3528	flat	sale	4	125	true	33941166	Madrid	es	false	good	flat	Madrid	372	sangarcia
30/11/2016 22:12	Arganzuela	404.088.575	-37.148.815	Imperial	1	true	1	true	225000	3214	flat	sale	3	70		35206532	Madrid	es	false	good	flat	Madrid	405	ronda de Segovia
30/11/2016 22:12	Centro	404.072.101	-3.717.239	Palacio	1	true	1	true	225000	3214	flat	sale	3	70		35206362	Madrid	es	false	good	flat	Madrid	150	ronda de Segovia
30/11/2016 22:12	Arganzuela	404.078.215	-37.154.815	Imperial	1	false	ss	false	179000	1808	duplex	sale	1	99		34272628	Madrid	es	false	good	flat	Madrid	311	ronda de segovia
30/11/2016 22:12	Arganzuela	40.404.672	-3.721.544	Imperial	2	true	1	true	265000	2304	flat	sale	3	115		34957778	Madrid	es	false	good	flat	Madrid	336	paradinas
30/11/2016 22:12	Arganzuela	4.040.674	-371.539	Imperial	3	true	6	true	745000	3652	penthouse	sale	3	204	true	35158285	Madrid	es	false	good	flat	Madrid	307	calle de Muñopedro, 6
30/11/2016 22:12	Arganzuela	404.091.602	-37.197.279	Imperial	2	true	3	false	525000	4303	flat	sale	2	122		34812359	Madrid	es	false	good	flat	Madrid	247	barrio Imperial
30/11/2016 22:12	Arganzuela	40.407.151	-37.159.332	Imperial	1	true	1	true	235000	4700	flat	sale	1	50	true	34204465	Madrid	es	false	good	flat	Madrid	260	calle gil imón, 5
30/11/2016 22:12	Arganzuela	404.102.173	-37.209.673	Imperial	2	true	1	true	350000	2397	flat	sale	5	146		1677893	Madrid	es	false	good	flat	Madrid	394	paseo Virgen del Puerto, 39
30/11/2016 22:12	Arganzuela	404.086.993	-37.176.816	Imperial	2	true	2	true	380000	4176	flat	sale	2	91	true	34137592	Madrid	es	false	good	flat	Madrid	219	paseo imperial, 16
30/11/2016 22:12	Arganzuela	404.101.411	-37.210.144	Imperial	2	true	6	true	659000	2636	penthouse	sale	4	250		31326202	Madrid	es	false	good	flat	Madrid	388	paseo de la virgen del puerto, 41
30/11/2016 22:12	Arganzuela	404.121.411	-37.204.144	Imperial	2	true	6	true	359000	2426	flat	sale	5	148		34651034	Madrid	es	false	renew	flat	Madrid	584	paseo de la virgen del puerto
30/11/2016 22:12	Arganzuela	404.115.215	-37.187.815	Imperial	1	false	ss	true	185000	2033	studio	sale	0	91		34860968	Madrid	es	false	good	flat	Madrid	503	ronda de Segovia
30/11/2016 22:12	Arganzuela	404.078.385	-37.184.427	Imperial	1	true	bj	true	240000	1491	flat	sale	1	161	true	35241928	Madrid	es	false	renew	flat	Madrid	104	calle Etreros
30/11/2016 22:12	Arganzuela	404.085.411	-37.230.144	Imperial	2	true	6	true	659000	2865	flat	sale	4	230		32792794	Madrid	es	false	good	flat	Madrid	380	barrio Imperial
30/11/2016 22:12	Latina	404.072.278	-3.723.334	Los Cármenes	2	true	6	true	270000	3068	flat	sale	3	88	true	35143359	Madrid	es	false	good	flat	Madrid	367	calle San Rufo, 3 sanrufo
30/11/2016 22:12	Centro	404.085.701	-37.160.582	Palacio	2	true	5	true	395000	4158	flat	sale	2	95	true	33787228	Madrid	es	false	good	flat	Madrid	304	ronda de segovia, 59
30/11/2016 22:12	Arganzuela	404.091.411	-37.190.144	Imperial	2	true	7	true	425000	2891	flat	sale	3	147		34080584	Madrid	es	false	renew	flat	Madrid	238	paseo de la virgen del puerto
30/11/2016 22:12	Arganzuela	404.072.141	-37.170.753	Imperial	1	true	4	true	269000	3128	flat	sale	2	86		35254182	Madrid	es	false	good	flat	Madrid	164	ronda de Segovia
